census_year,census_subdivision_id,quality_qlfd_population_ind,arabic,cantonese,croatian,czech,dutch,english,english_and_french,finnish,french,german,greek,hindi,hungarian,ilocano,italian,japanese,korean,malay,mandarin,other_languages,panjabi,persian,polish,portuguese,romanian,russian,serbian,spanish,tagalog,tamil,ukrainian,vietnamese
2011,5915810,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5915811,N,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5915813,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5915816,N,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5915825,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5915830,N,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5915835,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5915840,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5917005,N,0,10,0,0,15,10850,20,0,30,25,10,0,5,0,10,5,0,0,5,20,10,0,5,0,0,10,0,10,5,0,0,5
2011,5917010,N,0,25,0,0,15,10700,20,0,45,25,5,0,5,0,0,0,0,0,10,50,10,5,0,0,0,20,0,15,50,0,5,15
2011,5917015,N,5,10,10,0,10,15330,20,0,45,25,0,0,5,0,5,15,10,0,25,50,65,10,15,10,5,5,0,25,20,5,0,10
2011,5917021,N,200,1175,95,30,55,99085,175,30,395,165,45,80,45,10,95,195,575,5,875,2150,1620,165,80,275,50,135,40,350,325,25,45,250
2011,5917027,N,0,5,0,0,20,9900,15,0,65,50,0,0,0,0,0,25,10,0,5,15,0,0,0,0,0,0,0,20,5,0,0,0
2011,5917029,N,0,0,0,5,5,4780,15,0,15,5,0,0,0,0,5,10,10,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0
2011,5917030,N,0,35,5,0,15,17115,20,0,80,55,0,0,5,0,10,30,30,5,90,120,15,25,20,5,0,15,0,30,15,0,10,20
2011,5917034,N,230,420,25,15,30,72680,175,5,445,115,5,35,45,10,45,135,235,5,290,1030,90,95,120,65,30,140,20,315,250,5,20,100
2011,5917040,N,0,30,5,5,5,15410,70,0,255,15,5,5,0,0,0,15,15,0,15,55,10,5,20,5,0,15,0,45,35,0,0,30
2011,5917041,N,5,10,0,5,5,15590,40,0,145,10,0,0,5,0,10,10,20,0,15,50,5,5,10,20,0,5,0,45,25,0,0,10
2011,5917042,N,0,0,5,0,5,4605,5,0,20,10,0,0,0,0,0,0,0,0,0,10,0,5,5,5,0,0,0,5,0,0,0,0
2011,5917044,N,10,5,10,0,5,28045,50,0,120,15,0,20,10,0,10,10,25,5,40,90,210,35,30,20,10,35,0,85,40,0,0,30
2011,5917047,N,0,25,0,5,0,8855,15,0,60,0,5,0,0,0,5,0,10,0,10,70,145,15,5,20,5,10,0,30,20,0,0,40
2011,5917049,N,0,0,0,0,0,2090,0,0,5,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917052,N,0,0,0,5,10,11160,25,0,85,30,0,0,0,0,5,5,5,0,5,5,0,0,0,0,0,5,0,30,5,0,0,0
2011,5917054,N,0,0,0,0,0,4105,5,0,20,20,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0
2011,5917056,N,0,0,0,0,0,170,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2011,5917801,N,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917802,N,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917803,N,0,0,0,0,0,1685,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0
2011,5917804,N,0,0,0,0,5,805,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917805,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5917809,N,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917811,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5917812,N,0,0,0,0,0,1650,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917815,N,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5917819,N,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919008,N,0,20,5,0,15,27665,25,5,85,65,0,0,10,0,5,15,50,0,10,75,355,5,0,5,0,0,0,25,20,0,0,30
2011,5919012,N,5,5,0,0,5,4565,5,0,20,10,0,0,5,0,5,0,0,0,0,25,10,0,0,0,0,0,0,5,0,0,0,5
2011,5919013,N,0,0,0,0,0,2945,0,0,5,10,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0
2011,5919015,N,0,0,0,0,0,2205,5,0,5,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919016,N,0,0,0,0,5,2945,5,0,5,0,0,0,5,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,5,0,0,0
2011,5919017,N,0,0,0,0,0,2285,0,0,5,5,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919021,N,0,5,0,0,5,7650,10,5,15,10,10,5,5,0,0,5,10,0,0,0,15,0,0,0,0,5,0,5,10,0,0,5
2011,5919033,N,0,0,0,0,0,1640,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919035,N,0,0,0,0,0,1105,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919043,N,0,0,0,0,5,4315,5,5,20,10,0,0,0,0,0,5,15,0,0,15,0,0,0,0,0,0,0,0,5,0,0,5
2011,5919046,N,0,0,0,0,10,7990,15,0,20,20,0,0,5,0,5,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0
2011,5919049,N,0,5,0,0,10,4725,0,0,15,15,0,5,0,0,0,0,5,0,0,10,5,0,0,0,0,0,0,5,5,0,0,0
2011,5919051,N,0,0,0,0,10,3765,0,0,15,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,15,5,0,0,0
2011,5919801,N,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919802,N,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919803,N,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919804,N,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
2011,5919808,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919809,N,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919811,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919812,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919814,N,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919815,N,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919816,N,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919817,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919818,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919820,N,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5919821,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5919822,N,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2011,5921007,N,35,80,40,50,50,79555,115,10,270,100,30,40,40,10,30,60,175,0,220,555,565,40,60,25,5,55,10,140,90,0,10,225
2011,5921008,N,0,0,0,0,10,3530,10,0,5,10,0,0,0,0,0,5,0,0,0,5,5,0,5,0,0,5,0,0,5,0,0,5
2011,5921010,N,5,0,0,0,5,6820,0,0,30,10,0,0,0,0,0,0,0,0,0,10,10,5,5,0,0,5,5,5,0,0,0,0
2011,5921014,N,0,0,0,0,5,4005,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2011,5921016,N,0,0,0,5,0,2790,5,0,10,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,10,0,0,0,0,0,0
2011,5921018,N,0,5,5,0,10,11450,10,0,25,30,0,0,5,0,5,20,20,0,10,50,0,5,5,5,0,0,5,5,5,0,0,0
2011,5921023,N,0,5,0,5,10,8360,5,0,15,5,0,0,0,0,5,0,20,0,0,15,10,0,0,0,0,5,0,5,0,0,0,0
2011,5921030,N,0,5,0,5,0,5585,5,0,15,20,0,0,0,0,0,5,5,0,5,15,0,0,5,0,0,5,0,0,5,0,0,0
2011,5921032,N,0,0,5,0,5,7315,5,0,25,20,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0
2011,5921034,N,0,0,0,0,0,7040,10,0,20,30,0,0,10,0,0,0,5,0,0,25,5,0,0,0,0,0,0,5,5,0,0,5
2011,5921036,N,0,0,0,0,5,3430,10,0,10,20,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,10,0,0,0,0,0,0
2011,5921804,N,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5921805,N,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5921806,N,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5921807,N,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923008,N,0,25,25,5,5,17005,20,10,65,25,0,0,5,0,50,0,5,0,5,70,180,5,5,5,0,5,0,5,5,0,0,0
2011,5923019,N,0,5,0,0,0,1600,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,10
2011,5923025,N,0,0,0,0,0,1805,5,0,35,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0
2011,5923033,N,0,0,0,0,0,440,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
2011,5923035,N,0,0,0,0,0,1650,0,0,5,10,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923037,N,0,0,0,0,0,2840,0,0,10,15,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923039,N,0,0,0,0,0,1875,5,0,10,5,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2011,5923047,N,0,0,0,0,0,195,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923049,N,0,0,0,0,0,425,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923801,N,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923802,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923803,N,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923804,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923805,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923806,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923807,N,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923808,N,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923809,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923810,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923813,N,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923814,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923816,N,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923822,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5923823,N,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923824,N,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5923825,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924025,N,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2011,5924029,N,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924030,N,0,0,0,0,0,305,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2011,5924034,N,0,5,10,5,10,30200,50,10,115,40,0,5,5,0,15,25,15,5,0,90,65,5,10,15,0,10,0,50,25,0,0,95
2011,5924039,N,0,0,0,0,0,315,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924042,N,0,0,0,5,0,3980,0,0,15,5,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,5,5
2011,5924048,N,0,0,0,0,0,790,5,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
2011,5924052,N,0,0,0,0,0,970,5,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0
2011,5924054,N,0,0,0,0,5,2530,5,0,35,10,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
2011,5924803,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924804,N,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924805,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924806,N,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924812,N,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924813,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924814,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924817,N,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924818,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924820,N,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924833,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5924835,N,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924836,N,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5924840,N,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5926005,N,0,5,0,5,5,13285,25,0,165,35,0,0,5,0,0,5,20,0,0,35,5,0,0,5,5,0,0,10,5,0,5,0
2011,5926010,N,0,85,5,5,5,22975,35,10,185,35,0,0,0,0,5,15,60,0,10,120,15,0,10,5,0,10,0,25,20,0,0,105
2011,5926014,N,0,5,0,0,5,3280,0,0,20,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,5,5,0,5,0
2011,5926021,N,0,0,0,0,0,6800,5,5,30,10,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,5,0,0,0,0
2011,5926022,N,0,0,0,10,5,6830,5,5,35,20,0,0,5,0,0,5,0,0,0,15,0,0,0,5,0,0,0,5,0,0,0,0
2011,5926024,N,0,0,0,0,10,8190,5,0,25,60,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2011,5926801,N,0,0,0,0,0,255,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5926802,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5927008,N,0,10,0,0,15,12630,25,0,80,25,0,5,5,0,75,0,10,5,15,45,10,0,5,0,0,5,0,10,5,0,0,0
2011,5927010,N,0,0,0,0,0,960,0,0,35,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5927012,N,0,5,0,0,0,1455,0,0,10,5,0,0,0,0,0,0,0,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0
2011,5927016,N,0,0,0,5,5,1995,0,0,10,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5927018,N,0,0,0,0,5,1030,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5927020,N,0,0,0,0,0,415,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5927802,N,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2011,5927806,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5929005,N,0,10,0,0,0,4165,0,0,15,10,10,0,5,5,0,10,5,0,5,20,5,5,10,0,0,0,0,10,20,0,0,0
2011,5929011,N,0,10,0,5,5,8930,15,5,40,30,5,0,0,5,5,10,10,0,10,55,5,0,5,0,0,5,0,10,35,0,0,5
2011,5929018,N,0,0,0,0,5,2635,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
2011,5929022,N,0,0,0,0,0,2635,0,0,10,5,0,0,0,0,0,15,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5929024,N,0,0,0,0,0,3205,0,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0
2011,5929026,N,0,0,0,0,0,3415,0,0,15,5,5,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,5,5,0,0,0
2011,5929028,N,0,0,0,0,0,1960,5,0,15,5,0,0,0,0,5,10,0,0,5,5,5,5,0,0,0,0,0,5,0,0,0,0
2011,5929801,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5929803,N,0,0,0,0,0,785,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931006,N,0,10,0,20,10,15480,30,0,170,30,5,30,5,0,10,75,20,0,5,40,915,5,10,15,5,10,0,50,100,0,0,0
2011,5931012,N,5,5,0,0,0,2210,15,0,85,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0
2011,5931017,N,0,0,0,0,0,1760,5,0,25,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931020,N,5,5,0,30,5,9050,40,5,265,15,0,5,5,0,5,150,15,0,0,80,5,0,10,5,20,10,0,50,60,0,0,0
2011,5931021,N,0,0,0,0,0,795,5,0,10,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
2011,5931026,N,0,5,0,0,5,2230,10,0,5,5,0,0,0,0,0,0,5,0,0,15,15,0,5,0,0,0,0,5,5,0,0,0
2011,5931032,N,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931034,N,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931801,N,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931802,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5931806,N,0,0,0,0,0,55,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931807,N,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931808,N,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931809,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5931812,Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
2011,5931813,N,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931814,N,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931815,N,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5931816,N,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
